,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1153,49,No,Travel_Rarely,722,Research & Development,25.0,4,Life Sciences,3,Female,84.0,3,1,Laboratory Technician,1,Married,3211.0,1,No,14.0,3,4,1,10,3,2,9,6,1,4
1154,39,No,Travel_Rarely,1387,Research & Development,10.0,5,Medical,2,Male,76.0,3,2,Manufacturing Director,1,Married,5377.0,2,No,13.0,3,4,3,10,3,3,7,7,7,7
1155,27,No,Travel_Rarely,1302,Research & Development,19.0,3,Other,4,Male,67.0,2,1,Laboratory Technician,1,Divorced,4066.0,1,No,11.0,3,1,2,7,3,3,7,7,0,7
1156,35,No,Travel_Rarely,819,Research & Development,18.0,5,Life Sciences,2,Male,48.0,4,2,Research Scientist,1,Married,5208.0,1,No,11.0,3,4,0,16,2,3,16,11,1,10
1157,28,No,Travel_Rarely,580,Research & Development,27.0,3,Medical,2,Female,39.0,1,2,Manufacturing Director,1,Divorced,4877.0,0,No,21.0,4,2,1,6,5,2,5,3,0,0
1158,21,No,Travel_Rarely,546,Research & Development,5.0,1,Medical,3,Male,97.0,3,1,Research Scientist,4,Single,3117.0,1,No,18.0,3,3,0,3,2,3,2,2,2,2
1159,18,Yes,Travel_Frequently,544,Sales,3.0,2,Medical,2,Female,70.0,3,1,Sales Representative,4,Single,2097.9,1,Yes,12.0,3,3,0,1,2,4,1,0,0,0
1160,47,No,Travel_Rarely,1176,Human Resources,26.0,4,Life Sciences,4,Female,98.0,3,5,Manager,3,Married,17727.699999999993,3,No,11.0,3,3,1,27,2,3,5,2,1,0
1161,39,No,Travel_Rarely,170,Research & Development,3.0,2,Medical,3,Male,76.0,2,2,Laboratory Technician,3,Divorced,3069.0,0,No,15.0,3,4,1,11,3,3,10,8,0,7
1162,40,No,Travel_Rarely,884,Research & Development,15.0,3,Life Sciences,1,Female,80.0,2,3,Manufacturing Director,3,Married,10435.0,1,No,13.0,3,4,2,18,2,3,18,11,9,10
1163,35,No,Non-Travel,208,Research & Development,8.0,4,Life Sciences,3,Female,52.0,3,2,Healthcare Representative,3,Married,4148.0,1,No,12.0,3,4,1,15,5,3,14,11,2,9
1164,37,No,Travel_Rarely,671,Research & Development,19.0,3,Life Sciences,3,Male,85.0,3,2,Manufacturing Director,3,Married,5768.0,3,No,17.0,3,1,3,9,2,2,4,3,0,2
1165,39,No,Travel_Frequently,711,Research & Development,4.0,3,Medical,1,Female,81.0,3,2,Manufacturing Director,3,Single,5042.0,0,No,13.0,3,4,0,10,2,1,9,2,3,8
1166,45,No,Travel_Rarely,1329,Research & Development,2.0,2,Other,4,Female,59.0,2,2,Manufacturing Director,4,Divorced,5770.0,1,No,19.0,3,1,2,10,3,3,10,7,3,9
1167,38,No,Travel_Rarely,397,Research & Development,2.0,2,Medical,4,Female,54.0,2,3,Manufacturing Director,3,Married,7756.0,3,Yes,19.0,3,4,1,10,5,4,5,4,0,2
1168,35,Yes,Travel_Rarely,737,Sales,10.0,3,Medical,4,Male,55.0,2,3,Sales Executive,1,Married,10306.0,9,No,17.0,3,3,0,15,3,3,13,11,6,0
1169,37,No,Travel_Rarely,1470,Research & Development,10.0,3,Medical,2,Female,71.0,3,1,Research Scientist,2,Married,3936.0,1,No,11.0,3,1,1,8,2,1,8,4,7,7
1170,40,No,Travel_Rarely,448,Research & Development,16.0,3,Life Sciences,3,Female,84.0,3,3,Manufacturing Director,4,Single,7945.0,6,Yes,15.0,3,4,0,18,2,2,4,2,3,3
1171,44,No,Travel_Frequently,602,Human Resources,1.0,5,Human Resources,1,Male,37.0,3,2,Human Resources,4,Married,5743.0,4,Yes,11.0,3,3,0,14,3,3,10,7,0,2
1172,48,No,Travel_Frequently,365,Research & Development,4.0,5,Medical,3,Male,89.0,2,4,Manager,4,Married,15202.0,2,No,25.0,4,2,1,23,3,3,2,2,2,2
1173,35,Yes,Travel_Rarely,763,Sales,15.0,2,Medical,1,Male,59.0,1,2,Sales Executive,4,Divorced,5440.0,6,Yes,14.0,3,4,2,7,2,2,2,2,2,2
1174,24,No,Travel_Frequently,567,Research & Development,2.0,1,Technical Degree,1,Female,32.0,3,1,Research Scientist,4,Single,3760.0,1,Yes,13.0,3,3,0,6,2,3,6,3,1,3
1175,27,No,Travel_Rarely,486,Research & Development,8.0,3,Medical,2,Female,86.0,4,1,Research Scientist,3,Married,3517.0,7,No,17.0,3,1,0,5,1,3,3,2,0,2
1176,27,No,Travel_Frequently,591,Research & Development,2.0,3,Medical,4,Male,87.0,3,1,Research Scientist,4,Single,2580.0,2,No,13.0,3,3,0,6,1,2,4,2,1,2
1177,40,Yes,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,1,Male,73.0,3,1,Laboratory Technician,1,Single,2166.0,3,Yes,14.0,3,2,0,10,3,1,4,2,0,3
1178,29,No,Travel_Rarely,469,Sales,10.0,3,Medical,3,Male,42.0,2,2,Sales Executive,3,Single,5869.0,9,No,11.0,3,3,0,8,2,3,5,2,1,4
1179,36,No,Travel_Rarely,711,Research & Development,5.0,4,Life Sciences,2,Female,42.0,3,3,Healthcare Representative,1,Married,8008.0,4,No,12.0,3,3,2,9,5,3,3,2,0,2
1180,25,No,Travel_Frequently,772,Research & Development,2.0,1,Life Sciences,4,Male,77.0,4,2,Manufacturing Director,3,Divorced,5206.0,1,No,17.0,3,3,2,7,5,3,7,7,0,7
1181,39,No,Travel_Rarely,492,Research & Development,12.0,3,Medical,4,Male,66.0,3,2,Manufacturing Director,2,Married,5295.0,4,No,21.0,4,3,0,7,3,3,5,4,1,0
1182,49,No,Travel_Rarely,301,Research & Development,22.0,4,Other,1,Female,72.0,3,4,Research Director,2,Married,16413.0,3,No,16.0,3,2,2,27,2,3,4,2,1,2
1183,50,No,Travel_Rarely,813,Research & Development,17.0,5,Life Sciences,4,Female,50.0,2,3,Research Director,1,Divorced,13269.0,5,No,15.0,3,3,3,19,3,3,14,11,1,10
1184,20,No,Travel_Rarely,1141,Sales,2.0,3,Medical,3,Female,31.0,3,1,Sales Representative,3,Single,2783.0,1,No,19.0,3,1,0,2,3,3,2,2,2,2
1185,34,No,Travel_Rarely,1130,Research & Development,3.0,3,Life Sciences,4,Female,66.0,3,2,Research Scientist,2,Divorced,5433.0,1,No,12.0,3,3,1,11,2,3,11,8,7,9
1186,36,No,Travel_Rarely,311,Research & Development,7.0,3,Life Sciences,1,Male,77.0,3,1,Laboratory Technician,2,Single,2097.9,2,No,11.0,3,3,0,15,4,3,4,3,1,3
1187,49,No,Travel_Rarely,465,Research & Development,6.0,1,Life Sciences,3,Female,41.0,2,4,Healthcare Representative,3,Married,13966.0,2,Yes,19.0,3,2,1,28,3,3,15,11,2,10
1188,36,No,Non-Travel,894,Research & Development,1.0,4,Medical,4,Female,33.0,2,2,Manufacturing Director,3,Married,4374.0,0,No,15.0,3,3,0,4,5,3,3,2,1,2
1189,36,No,Travel_Rarely,1040,Research & Development,3.0,2,Life Sciences,4,Male,79.0,4,2,Healthcare Representative,1,Divorced,6842.0,6,No,20.0,4,1,1,13,3,3,5,4,0,4
1190,54,No,Travel_Rarely,584,Research & Development,22.0,5,Medical,2,Female,91.0,3,4,Manager,3,Married,17426.0,3,No,25.0,4,3,1,28,5,3,10,8,4,7
1191,43,No,Travel_Rarely,1291,Research & Development,15.0,2,Life Sciences,3,Male,65.0,2,4,Research Director,3,Married,17603.0,1,No,24.0,4,1,1,14,3,3,14,10,6,10
1192,35,Yes,Travel_Frequently,880,Sales,12.0,4,Other,4,Male,36.0,3,2,Sales Executive,4,Single,4581.0,3,Yes,24.0,4,1,0,13,2,4,11,9,6,7
1193,38,No,Travel_Frequently,1189,Research & Development,1.0,3,Life Sciences,4,Male,90.0,3,2,Research Scientist,4,Married,4735.0,7,No,15.0,3,4,2,19,4,4,13,11,2,9
1194,29,No,Travel_Rarely,991,Sales,5.0,3,Medical,1,Male,43.0,2,2,Sales Executive,2,Divorced,4187.0,1,Yes,13.0,3,2,1,10,3,2,10,0,0,9
1195,33,No,Travel_Rarely,392,Sales,2.0,4,Medical,4,Male,93.0,3,2,Sales Executive,4,Divorced,5505.0,1,No,14.0,3,3,2,6,5,3,6,2,0,4
1196,32,No,Travel_Rarely,977,Research & Development,2.0,3,Medical,4,Male,45.0,3,2,Research Scientist,2,Divorced,5470.0,0,No,13.0,3,3,2,10,4,2,9,5,1,6
1197,31,No,Travel_Rarely,1112,Sales,5.0,4,Life Sciences,1,Female,67.0,3,2,Sales Executive,4,Married,5476.0,1,No,11.0,3,1,2,10,2,3,10,0,0,2
1198,49,No,Travel_Rarely,464,Research & Development,16.0,3,Medical,4,Female,74.0,3,1,Laboratory Technician,1,Divorced,2587.0,4,Yes,16.0,3,2,1,17,2,2,2,2,2,2
1199,38,No,Travel_Frequently,148,Research & Development,2.0,3,Medical,4,Female,42.0,2,1,Laboratory Technician,2,Single,2440.0,1,No,22.0,4,2,0,4,3,3,4,3,3,3
1200,47,No,Travel_Rarely,1225,Sales,2.0,4,Life Sciences,2,Female,47.0,4,4,Manager,2,Divorced,15972.0,6,No,14.0,3,3,3,28,2,3,3,2,1,2
1201,49,No,Travel_Rarely,809,Research & Development,1.0,3,Life Sciences,3,Male,36.0,3,4,Manager,3,Single,15379.0,4,No,14.0,3,1,0,23,2,3,8,7,0,0
1202,41,No,Travel_Rarely,1206,Sales,23.0,2,Life Sciences,4,Male,80.0,3,3,Sales Executive,3,Single,7082.0,3,Yes,16.0,3,4,0,21,2,3,2,0,0,2
1203,20,No,Travel_Rarely,727,Sales,9.0,1,Life Sciences,4,Male,54.0,3,1,Sales Representative,1,Single,2728.0,1,No,11.0,3,1,0,2,3,3,2,2,0,2
1204,33,No,Non-Travel,530,Sales,16.0,3,Life Sciences,3,Female,36.0,3,2,Sales Executive,4,Divorced,5368.0,1,Yes,25.0,4,3,1,7,2,3,6,5,1,2
1205,36,No,Travel_Rarely,1351,Research & Development,26.0,4,Life Sciences,1,Male,80.0,3,2,Healthcare Representative,3,Married,5347.0,6,No,14.0,3,2,2,10,2,2,3,2,0,2
1206,44,No,Travel_Rarely,528,Human Resources,1.0,3,Life Sciences,3,Female,44.0,3,1,Human Resources,4,Divorced,3195.0,4,Yes,18.0,3,1,3,8,2,3,2,2,2,2
1207,23,Yes,Travel_Rarely,1320,Research & Development,8.0,1,Medical,4,Male,93.0,2,1,Laboratory Technician,3,Single,3989.0,1,Yes,11.0,3,1,0,5,2,3,5,4,1,2
1208,38,No,Travel_Rarely,1495,Research & Development,4.0,2,Medical,4,Female,87.0,3,1,Laboratory Technician,3,Married,3306.0,7,No,19.0,3,4,1,7,5,2,1,0,0,0
1209,53,No,Travel_Rarely,1395,Research & Development,24.0,4,Medical,2,Male,48.0,4,3,Healthcare Representative,4,Married,7005.0,3,No,15.0,3,3,0,11,2,3,4,3,1,2
1210,48,Yes,Travel_Frequently,708,Sales,7.0,2,Medical,4,Female,95.0,3,1,Sales Representative,3,Married,2655.0,2,Yes,11.0,3,3,2,19,3,3,9,7,7,7
1211,32,Yes,Travel_Rarely,1259,Research & Development,2.0,4,Life Sciences,4,Male,95.0,3,1,Laboratory Technician,2,Single,2097.9,1,No,12.0,3,1,0,1,2,3,1,0,0,0
1212,26,No,Non-Travel,786,Research & Development,7.0,3,Medical,4,Male,76.0,3,1,Laboratory Technician,4,Single,2570.0,1,No,20.0,4,3,0,7,5,3,7,7,5,7
1213,55,No,Travel_Rarely,1441,Research & Development,22.0,3,Technical Degree,1,Male,94.0,2,1,Research Scientist,2,Divorced,3537.0,5,No,12.0,3,4,1,8,1,3,4,2,1,2
1214,34,No,Travel_Rarely,1157,Research & Development,5.0,2,Medical,2,Male,57.0,2,2,Laboratory Technician,4,Married,3986.0,1,No,14.0,3,3,1,15,3,4,15,10,4,10
1215,60,No,Travel_Rarely,370,Research & Development,1.0,4,Medical,3,Male,92.0,1,3,Healthcare Representative,4,Divorced,10883.0,3,No,20.0,4,3,1,19,2,4,1,0,0,0
1216,33,No,Travel_Rarely,267,Research & Development,21.0,3,Medical,2,Male,79.0,4,1,Laboratory Technician,2,Married,2097.9,1,No,18.0,3,4,3,14,5,3,14,11,2,10
1217,37,No,Travel_Frequently,1278,Sales,1.0,4,Medical,3,Male,31.0,1,2,Sales Executive,4,Divorced,9525.0,1,No,14.0,3,3,2,6,2,2,6,3,1,3
1218,34,No,Travel_Rarely,678,Research & Development,19.0,3,Life Sciences,2,Female,35.0,2,1,Research Scientist,4,Married,2929.0,1,No,12.0,3,2,0,10,3,3,10,9,8,7
1219,23,Yes,Travel_Rarely,427,Sales,7.0,3,Life Sciences,3,Male,99.0,3,1,Sales Representative,4,Divorced,2275.0,1,Yes,21.0,4,2,1,3,2,3,3,2,0,2
1220,44,No,Travel_Rarely,921,Research & Development,2.0,3,Life Sciences,3,Female,96.0,4,3,Healthcare Representative,4,Married,7879.0,1,Yes,19.0,3,2,1,9,2,3,8,7,6,7
1221,35,No,Travel_Frequently,146,Research & Development,2.0,4,Medical,1,Male,79.0,2,1,Research Scientist,4,Single,4930.0,0,Yes,14.0,3,3,0,6,2,4,5,4,1,4
1222,43,No,Travel_Rarely,1179,Sales,2.0,3,Medical,4,Male,73.0,3,2,Sales Executive,4,Married,7847.0,1,Yes,17.0,3,1,1,10,3,3,10,9,8,8
1223,24,No,Travel_Rarely,581,Research & Development,9.0,3,Medical,3,Male,62.0,4,1,Research Scientist,3,Married,4401.0,1,No,16.0,3,4,1,5,1,3,5,3,0,4
1224,41,No,Travel_Rarely,918,Sales,6.0,3,Marketing,4,Male,35.0,3,3,Sales Executive,3,Single,9241.0,1,No,12.0,3,2,0,10,3,3,10,8,8,7
1225,29,No,Travel_Rarely,1082,Research & Development,9.0,4,Medical,4,Female,43.0,3,1,Laboratory Technician,3,Married,2974.0,9,No,17.0,3,3,1,9,2,3,5,3,1,2
1226,36,No,Travel_Rarely,530,Sales,2.0,4,Life Sciences,3,Female,51.0,3,2,Sales Representative,4,Single,4502.0,3,No,15.0,3,3,0,17,2,2,13,7,6,7
1227,45,No,Non-Travel,1238,Research & Development,1.0,1,Life Sciences,3,Male,74.0,2,3,Healthcare Representative,3,Married,10748.0,3,No,23.0,4,4,1,25,3,2,20,11,9,4
1228,24,Yes,Travel_Rarely,240,Human Resources,22.0,1,Human Resources,4,Male,58.0,1,1,Human Resources,3,Married,2097.9,1,No,11.0,3,3,1,1,2,3,1,0,0,0
1229,47,Yes,Travel_Frequently,1093,Sales,9.0,3,Life Sciences,3,Male,82.0,1,4,Sales Executive,3,Married,12936.0,7,No,11.0,3,3,0,25,3,1,20,5,9,10
1231,26,No,Travel_Rarely,390,Research & Development,17.0,4,Medical,4,Male,62.0,1,1,Laboratory Technician,3,Married,2305.0,1,No,15.0,3,3,3,3,3,4,3,2,0,2
1232,45,No,Travel_Rarely,1005,Research & Development,28.0,2,Technical Degree,4,Female,48.0,2,4,Research Director,2,Single,16704.0,1,No,11.0,3,3,0,21,2,3,20,6,8,6
1233,32,No,Travel_Frequently,585,Research & Development,10.0,3,Life Sciences,1,Male,56.0,3,1,Research Scientist,3,Married,3433.0,6,No,13.0,3,1,1,10,3,2,5,2,1,3
1234,31,No,Travel_Rarely,741,Research & Development,2.0,4,Life Sciences,2,Male,69.0,3,1,Laboratory Technician,3,Married,3477.0,1,No,14.0,3,4,1,6,2,4,5,2,0,3
1235,41,No,Non-Travel,552,Human Resources,4.0,3,Human Resources,3,Male,60.0,1,2,Human Resources,2,Married,6430.0,6,No,19.0,3,2,1,10,4,3,3,2,1,2
1236,40,No,Travel_Rarely,369,Research & Development,8.0,2,Life Sciences,2,Female,92.0,3,2,Manufacturing Director,1,Married,6516.0,2,Yes,16.0,3,2,1,18,3,3,1,0,0,0
1237,24,No,Travel_Rarely,506,Research & Development,29.0,1,Medical,2,Male,91.0,3,1,Laboratory Technician,1,Divorced,3907.0,1,No,13.0,3,2,3,6,2,4,6,2,1,2
1238,46,No,Travel_Rarely,717,Research & Development,13.0,4,Life Sciences,3,Male,34.0,3,2,Healthcare Representative,2,Single,5562.0,6,No,14.0,3,4,0,19,3,3,10,7,0,9
1239,35,No,Travel_Rarely,1370,Research & Development,27.0,4,Life Sciences,4,Male,49.0,3,2,Manufacturing Director,3,Married,6883.0,2,No,16.0,3,2,1,17,3,3,7,7,0,7
1240,30,No,Travel_Rarely,793,Research & Development,16.0,1,Life Sciences,2,Male,33.0,3,1,Research Scientist,4,Married,2862.0,1,No,12.0,3,2,1,10,2,2,10,0,0,8
1241,47,No,Non-Travel,543,Sales,2.0,4,Marketing,3,Male,87.0,3,2,Sales Executive,2,Married,4978.0,7,No,11.0,3,4,1,4,3,1,1,0,0,0
1242,46,No,Travel_Rarely,1277,Sales,2.0,3,Life Sciences,3,Male,74.0,3,3,Sales Executive,4,Divorced,10368.0,4,Yes,12.0,3,2,1,13,5,2,10,6,0,3
1243,36,Yes,Travel_Rarely,1456,Sales,13.0,5,Marketing,2,Male,96.0,2,2,Sales Executive,1,Divorced,6134.0,5,Yes,13.0,3,2,3,16,3,3,2,2,2,2
1244,32,Yes,Travel_Rarely,964,Sales,1.0,2,Life Sciences,1,Male,34.0,1,2,Sales Executive,2,Single,6735.0,6,No,15.0,3,2,0,10,2,3,1,0,0,0
1245,23,No,Travel_Rarely,160,Research & Development,4.0,1,Medical,3,Female,51.0,3,1,Laboratory Technician,2,Single,3295.0,1,No,13.0,3,3,0,3,3,1,3,2,1,2
1246,31,No,Travel_Frequently,163,Research & Development,24.0,1,Technical Degree,4,Female,30.0,3,2,Manufacturing Director,4,Single,5238.0,2,No,20.0,4,4,0,9,3,2,5,4,1,4
1247,39,No,Non-Travel,792,Research & Development,1.0,3,Life Sciences,4,Male,77.0,3,2,Laboratory Technician,4,Married,6472.0,1,Yes,15.0,3,4,1,9,2,3,9,8,5,8
1248,32,No,Travel_Rarely,371,Sales,19.0,3,Life Sciences,4,Male,80.0,1,3,Sales Executive,3,Married,9610.0,3,No,13.0,3,3,1,10,2,1,4,3,0,2
1249,40,No,Travel_Rarely,611,Sales,7.0,4,Medical,2,Male,88.0,3,5,Manager,2,Single,17727.699999999993,1,No,14.0,3,2,0,21,3,2,20,8,9,8
1250,45,No,Travel_Rarely,176,Human Resources,4.0,3,Life Sciences,3,Female,56.0,1,3,Human Resources,3,Married,9756.0,4,No,21.0,4,3,2,9,2,4,5,0,0,3
1251,30,No,Travel_Frequently,1312,Research & Development,2.0,4,Technical Degree,4,Female,78.0,2,1,Research Scientist,1,Single,4968.0,0,No,16.0,3,4,0,10,2,3,9,7,0,7
1252,24,No,Travel_Frequently,897,Human Resources,10.0,3,Medical,1,Male,59.0,3,1,Human Resources,4,Married,2145.0,0,No,14.0,3,4,1,3,2,3,2,2,2,1
1253,30,Yes,Travel_Frequently,600,Human Resources,8.0,3,Human Resources,3,Female,66.0,2,1,Human Resources,4,Divorced,2180.0,6,No,11.0,3,3,1,6,1,2,4,2,1,2
1254,31,No,Travel_Rarely,1003,Sales,5.0,3,Technical Degree,1,Male,51.0,3,2,Sales Executive,3,Married,8346.0,1,No,19.0,3,3,1,6,3,3,5,2,0,2
1255,27,No,Travel_Rarely,1054,Research & Development,8.0,3,Medical,3,Female,67.0,3,1,Research Scientist,4,Single,3445.0,1,No,11.0,3,3,0,6,5,2,6,2,1,4
1256,29,Yes,Travel_Rarely,428,Sales,9.0,3,Marketing,2,Female,52.0,1,1,Sales Representative,2,Single,2760.0,1,No,13.0,3,3,0,2,3,3,2,2,2,2
1257,29,No,Travel_Frequently,461,Research & Development,1.0,3,Life Sciences,4,Male,70.0,4,2,Healthcare Representative,3,Single,6294.0,8,Yes,12.0,3,4,0,10,5,4,3,2,0,2
1258,30,No,Travel_Rarely,979,Sales,15.0,2,Marketing,3,Male,94.0,2,3,Sales Executive,1,Divorced,7140.0,2,No,11.0,3,1,1,12,2,3,7,7,1,7
1259,34,No,Travel_Rarely,181,Research & Development,2.0,4,Medical,4,Male,97.0,4,1,Research Scientist,4,Married,2932.0,0,Yes,14.0,3,1,3,6,3,3,5,0,1,2
1260,33,No,Non-Travel,1283,Sales,2.0,3,Marketing,4,Female,62.0,3,2,Sales Executive,2,Single,5147.0,8,No,15.0,3,4,0,13,2,2,11,7,1,7
1261,49,No,Travel_Rarely,1313,Sales,11.0,4,Marketing,4,Female,80.0,3,2,Sales Executive,4,Single,4507.0,3,No,12.0,3,3,0,8,1,4,5,1,0,4
1262,33,Yes,Travel_Rarely,211,Sales,16.0,3,Life Sciences,1,Female,74.0,3,3,Sales Executive,1,Single,8564.0,2,Yes,20.0,4,3,0,11,2,2,1,0,0,0
1263,38,No,Travel_Frequently,594,Research & Development,2.0,2,Medical,3,Female,75.0,2,1,Laboratory Technician,2,Married,2468.0,4,No,14.0,3,2,1,9,4,2,6,1,0,5
1264,31,Yes,Travel_Rarely,1079,Sales,16.0,4,Marketing,1,Male,70.0,3,3,Sales Executive,3,Married,8161.0,2,No,13.0,3,1,3,10,2,3,1,0,0,0
1265,29,No,Travel_Rarely,590,Research & Development,4.0,3,Technical Degree,4,Female,91.0,2,1,Research Scientist,1,Divorced,2109.0,1,No,13.0,3,3,1,1,2,3,1,0,0,0
1266,30,No,Travel_Rarely,305,Research & Development,16.0,3,Life Sciences,3,Male,58.0,4,2,Healthcare Representative,3,Married,5294.0,3,No,16.0,3,3,1,10,3,3,7,0,1,7
1267,32,No,Non-Travel,953,Research & Development,5.0,4,Technical Degree,2,Male,65.0,3,1,Research Scientist,2,Single,2718.0,2,No,14.0,3,2,0,12,3,3,7,7,0,7
1268,38,No,Travel_Rarely,833,Research & Development,18.0,3,Medical,2,Male,60.0,1,2,Healthcare Representative,4,Married,5811.0,3,Yes,16.0,3,3,1,15,2,3,1,0,1,0
1269,43,Yes,Travel_Frequently,807,Research & Development,17.0,3,Technical Degree,3,Male,38.0,2,1,Research Scientist,3,Married,2437.0,9,Yes,16.0,3,4,1,6,4,3,1,0,0,0
1270,42,No,Travel_Rarely,855,Research & Development,12.0,3,Medical,2,Male,57.0,3,1,Laboratory Technician,2,Divorced,2766.0,8,No,22.0,4,2,3,7,5,2,5,3,0,4
1271,55,No,Travel_Rarely,478,Research & Development,2.0,3,Medical,3,Male,60.0,2,5,Research Director,1,Married,17727.699999999993,8,No,12.0,3,2,3,28,2,3,1,0,0,0
1272,33,No,Non-Travel,775,Research & Development,4.0,3,Technical Degree,4,Male,90.0,3,2,Research Scientist,2,Divorced,3055.0,5,No,15.0,3,4,2,11,2,2,9,8,1,7
1273,41,No,Travel_Rarely,548,Research & Development,9.0,4,Life Sciences,3,Male,94.0,3,1,Laboratory Technician,1,Divorced,2289.0,1,No,20.0,4,2,2,5,2,3,5,3,0,4
1274,34,No,Non-Travel,1375,Sales,10.0,3,Life Sciences,4,Male,87.0,3,2,Sales Executive,3,Divorced,4001.0,1,Yes,14.0,3,3,1,15,3,3,15,11,0,7
1275,53,No,Non-Travel,661,Research & Development,1.0,4,Medical,1,Female,60.0,2,4,Manufacturing Director,3,Married,12965.0,4,Yes,20.0,4,4,3,27,2,2,3,2,0,2
1276,43,No,Travel_Rarely,244,Human Resources,2.0,3,Life Sciences,2,Male,97.0,3,1,Human Resources,4,Single,3539.0,0,No,13.0,3,2,0,10,5,3,9,7,1,8
1277,34,No,Travel_Rarely,511,Sales,3.0,2,Life Sciences,4,Female,32.0,1,2,Sales Executive,4,Single,6029.0,5,No,12.0,3,1,0,6,3,3,2,2,2,2
1278,21,Yes,Travel_Rarely,337,Sales,7.0,1,Marketing,2,Male,31.0,3,1,Sales Representative,2,Single,2679.0,1,No,13.0,3,2,0,1,3,3,1,0,1,0
1279,38,No,Travel_Rarely,1153,Research & Development,6.0,2,Other,4,Female,40.0,2,1,Laboratory Technician,3,Married,3702.0,1,No,11.0,3,2,1,5,3,3,5,4,0,4
1280,22,Yes,Travel_Rarely,1294,Research & Development,8.0,1,Medical,3,Female,79.0,3,1,Laboratory Technician,1,Married,2398.0,1,Yes,17.0,3,3,0,1,5,3,1,0,0,0
1281,31,No,Travel_Rarely,196,Sales,29.0,4,Marketing,1,Female,91.0,2,2,Sales Executive,4,Married,5468.0,1,No,14.0,3,1,2,13,3,3,12,7,5,7
1282,51,No,Travel_Rarely,942,Research & Development,3.0,3,Technical Degree,1,Female,53.0,3,3,Manager,3,Married,13116.0,2,No,11.0,3,4,0,15,2,3,2,2,2,2
1283,37,No,Travel_Rarely,589,Sales,9.0,2,Marketing,2,Male,46.0,2,2,Sales Executive,2,Married,4189.0,1,No,14.0,3,1,2,5,2,3,5,2,0,3
1284,46,No,Travel_Rarely,734,Research & Development,2.0,4,Medical,3,Male,46.0,3,5,Research Director,4,Divorced,17727.699999999993,7,Yes,17.0,3,3,1,24,3,3,2,1,2,2
1285,36,No,Travel_Rarely,1383,Research & Development,10.0,3,Life Sciences,4,Male,90.0,3,3,Healthcare Representative,1,Married,8321.0,7,Yes,13.0,3,4,1,15,1,3,12,8,5,7
1286,44,Yes,Travel_Frequently,429,Research & Development,1.0,2,Medical,3,Male,99.0,3,1,Research Scientist,2,Divorced,2342.0,1,Yes,12.0,3,3,3,6,2,2,5,3,2,3
1287,37,No,Travel_Rarely,1239,Human Resources,8.0,2,Other,3,Male,89.0,3,2,Human Resources,2,Divorced,4071.0,2,No,13.0,3,3,0,19,4,2,10,0,4,7
1288,35,Yes,Travel_Rarely,303,Sales,27.0,3,Life Sciences,3,Male,84.0,3,2,Sales Executive,4,Single,5813.0,1,Yes,18.0,3,4,0,10,2,3,10,7,7,7
1289,33,No,Travel_Rarely,867,Research & Development,8.0,4,Life Sciences,4,Male,90.0,4,1,Research Scientist,1,Married,3143.0,6,No,19.0,3,2,1,14,1,3,10,8,7,6
1290,28,No,Travel_Rarely,1181,Research & Development,1.0,3,Life Sciences,3,Male,82.0,3,1,Research Scientist,4,Married,2097.9,1,No,11.0,3,3,1,5,5,4,5,3,0,3
1291,39,No,Travel_Rarely,1253,Research & Development,10.0,1,Medical,3,Male,65.0,3,3,Research Director,3,Single,13464.0,7,No,21.0,4,3,0,9,3,3,4,3,2,2
1292,46,No,Non-Travel,849,Sales,26.0,2,Life Sciences,2,Male,98.0,2,2,Sales Executive,2,Single,7991.0,8,No,15.0,3,3,0,6,3,3,2,2,2,2
1293,40,No,Travel_Rarely,616,Research & Development,2.0,2,Life Sciences,3,Female,99.0,3,1,Laboratory Technician,1,Married,3377.0,4,No,17.0,3,4,1,7,5,2,4,3,0,2
1294,42,No,Travel_Rarely,1128,Research & Development,13.0,3,Medical,2,Male,95.0,4,2,Healthcare Representative,1,Married,5538.0,5,No,18.0,3,3,2,10,2,2,1,0,0,0
1295,35,No,Non-Travel,1180,Research & Development,2.0,2,Medical,2,Male,90.0,3,2,Manufacturing Director,4,Divorced,5762.0,2,No,14.0,3,3,1,15,5,3,7,7,1,7
1296,38,No,Non-Travel,1336,Human Resources,2.0,3,Human Resources,1,Male,100.0,3,1,Human Resources,2,Divorced,2592.0,5,No,13.0,3,4,3,13,3,3,11,10,3,8
1297,34,Yes,Travel_Frequently,234,Research & Development,9.0,4,Life Sciences,4,Male,93.0,3,2,Laboratory Technician,1,Married,5346.0,4,No,17.0,3,3,1,11,3,2,7,1,0,7
